step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,2100,1.663,0.392,7.95,105540,90655,1583,6,12679,1584,1571784.9,97.0,0.238,0.205,0.338,0.219,367,8.67,5.04,0.06,0.48,0.11,0.83,0.06,0.56,8.44,4.80,0.00,0.00,0.009,0.066,342,0.055,0.926,0.000,0.000,0.073,375015,359200,8,0.518,0.018,0.026,1367874,0.108,1.433,0.043,153.46,114370,54,0.061,0.500,0.000,3809149,1.02,17.51,0.000,0.001,0.000,3,8,15,50,18202,0.069,9.74,0.0089,0.016,4,0.825,0.000,0.875,0.724,2.92,3.88,4.04,0.00,0.000,1.02,1.03,1.03
20000,2078,1.681,0.317,7.67,155557,129432,2506,1,23640,29,1538282.8,2.7,0.152,0.158,0.512,0.178,304,9.04,5.01,0.07,0.66,0.07,0.55,0.02,0.40,8.88,4.81,0.00,0.02,0.009,0.071,331,0.061,0.911,0.000,0.000,0.089,427479,408165,5,0.575,0.010,0.004,236419,0.104,1.290,0.035,159.17,132089,2787,0.095,0.000,0.000,4006426,1.02,16.40,0.000,0.000,0.000,3,9,14,44,18780,0.072,4.03,0.0083,0.002,5,0.816,0.000,0.909,0.642,3.06,3.33,5.05,0.00,0.001,1.01,1.02,1.02
30000,2171,1.623,0.266,7.93,154968,127467,2672,0,24736,6,1516120.5,0.9,0.155,0.131,0.594,0.119,308,7.92,5.11,0.02,0.29,0.03,0.31,0.02,0.25,7.86,5.01,0.00,0.00,0.005,0.060,292,0.072,0.912,0.000,0.000,0.088,435493,420082,3,0.513,0.056,0.006,182952,0.110,1.185,0.029,158.87,133970,0,0.145,0.000,0.000,3416814,1.01,17.73,0.000,0.000,0.000,2,7,14,47,17197,0.066,4.33,0.0089,0.000,10,0.812,0.000,0.911,0.650,2.81,2.77,4.87,0.00,0.000,1.00,1.01,1.01
40000,2086,1.656,0.164,7.55,150404,120771,2607,0,27111,4,1512365.4,0.5,0.202,0.196,0.490,0.112,313,8.70,4.78,0.03,0.49,0.01,0.20,0.06,0.53,8.60,4.68,0.00,0.00,0.001,0.028,271,0.046,0.922,0.000,0.000,0.078,422482,411032,3,0.446,0.282,0.013,193010,0.108,0.892,0.016,158.47,134606,0,0.123,0.000,0.000,5541340,1.01,16.32,0.000,0.000,0.000,3,9,14,41,18146,0.069,4.73,0.0084,0.004,5,0.863,0.000,0.893,0.649,3.06,3.02,5.33,0.00,0.000,1.00,1.01,1.01
50000,2103,1.629,0.149,7.21,143682,113362,2662,0,27641,5,1510469.9,0.1,0.237,0.185,0.446,0.132,292,7.83,4.51,0.01,0.24,0.01,0.13,0.02,0.37,7.79,4.48,0.00,0.00,0.001,0.026,292,0.056,0.902,0.000,0.000,0.098,441713,432942,2,0.999,0.000,0.010,260357,0.123,0.861,0.014,158.34,136263,0,0.022,0.000,0.000,5231436,1.01,17.43,0.000,0.000,0.000,3,7,13,40,16469,0.063,4.86,0.0092,0.051,2,0.874,0.000,0.892,0.679,2.98,2.94,5.14,0.00,0.000,1.00,1.01,1.01
60000,2301,1.594,0.151,7.41,170103,138708,3252,0,27945,0,1511451.6,0.0,0.199,0.150,0.495,0.157,303,6.99,4.31,0.02,0.50,0.00,0.07,0.03,0.41,6.94,4.23,0.00,0.00,0.001,0.032,318,0.085,0.910,0.000,0.000,0.090,452464,434740,2,0.934,0.059,0.007,140950,0.121,0.854,0.014,157.98,135012,0,0.000,0.000,0.000,5021182,1.01,18.75,0.000,0.000,0.000,2,7,12,37,16086,0.061,5.22,0.0095,0.083,2,0.882,0.000,0.895,0.628,3.16,4.05,5.17,0.00,0.000,1.00,1.01,1.01
70000,2376,1.537,0.146,7.43,181408,154634,3082,0,23617,2,1534509.9,0.5,0.123,0.185,0.575,0.117,286,7.01,3.83,0.03,0.48,0.00,0.06,0.03,0.37,6.94,3.76,0.00,0.00,0.001,0.022,214,0.179,0.900,0.000,0.000,0.100,455044,445304,2,0.963,0.002,0.008,106929,0.121,0.835,0.014,159.57,116693,0,0.232,0.000,0.000,7979694,1.01,18.92,0.000,0.000,0.000,2,7,11,42,16650,0.064,3.63,0.0093,0.024,1,0.916,0.000,0.878,0.605,3.70,5.20,6.19,0.00,0.000,1.01,1.01,1.02
80000,2426,1.522,0.125,7.16,174342,150302,2725,0,21265,20,1528887.4,3.2,0.071,0.194,0.612,0.124,278,6.75,4.21,0.04,0.66,0.00,0.08,0.02,0.37,6.69,4.05,0.00,0.06,0.000,0.005,252,0.156,0.899,0.000,0.000,0.101,466702,458040,1,0.984,0.016,0.008,120060,0.121,0.737,0.010,159.41,119002,0,0.158,0.000,0.000,8235765,1.01,19.16,0.000,0.000,0.000,2,6,11,52,16376,0.062,3.79,0.0094,0.023,3,0.907,0.000,0.862,0.630,3.65,5.57,6.18,0.00,0.000,1.01,1.01,1.01
90000,2242,1.507,0.120,7.41,185386,160751,2730,0,22089,13,1537046.0,2.5,0.087,0.194,0.626,0.093,284,7.54,3.81,0.05,0.83,0.00,0.09,0.01,0.25,7.47,3.71,0.00,0.00,0.000,0.015,210,0.367,0.890,0.000,0.000,0.110,473854,469369,3,0.629,0.010,0.003,108685,0.115,0.708,0.010,159.37,107379,0,0.193,0.000,0.000,7462260,1.02,18.52,0.000,0.000,0.000,3,8,11,50,16894,0.064,3.83,0.0092,0.013,3,0.900,0.000,0.857,0.612,4.38,6.96,6.76,0.00,0.000,1.02,1.02,1.02
100000,2308,1.504,0.128,7.31,190970,166299,2764,0,21841,3,1527527.1,0.1,0.098,0.178,0.624,0.100,263,7.32,3.94,0.02,0.23,0.00,0.06,0.01,0.31,7.29,3.90,0.00,0.00,0.000,0.005,216,0.352,0.901,0.000,0.000,0.099,482073,478969,4,0.629,0.000,0.007,215316,0.061,0.695,0.009,159.15,100840,0,0.050,0.000,0.000,6834692,1.01,18.83,0.000,0.000,0.000,2,8,10,50,16898,0.064,4.05,0.0091,0.004,4,0.905,0.000,0.826,0.607,4.41,6.88,6.84,0.00,0.000,1.01,1.01,1.01
110000,2461,1.486,0.112,7.08,198607,172263,2959,0,23232,13,1519321.6,1.9,0.089,0.161,0.631,0.119,260,6.74,3.61,0.04,0.71,0.00,0.08,0.03,0.55,6.66,3.42,0.00,0.00,0.001,0.014,224,0.223,0.897,0.000,0.000,0.103,484780,481765,3,0.703,0.000,0.006,126181,0.079,0.692,0.009,159.70,95939,0,0.148,0.000,0.000,6406057,1.01,19.32,0.000,0.000,0.000,2,8,10,62,16579,0.063,3.50,0.0093,0.004,4,0.884,0.000,0.809,0.594,4.20,7.03,6.49,0.00,0.000,1.01,1.02,1.02
120000,2330,1.503,0.113,7.18,197414,172075,2912,0,22558,2,1525528.1,0.2,0.074,0.142,0.649,0.135,263,7.11,3.58,0.02,0.29,0.00,0.00,0.02,0.26,7.07,3.53,0.00,0.00,0.000,0.000,192,0.294,0.905,0.000,0.000,0.095,485805,483719,2,0.660,0.000,0.007,131470,0.104,0.673,0.008,159.48,92687,0,0.099,0.000,0.000,5872823,1.01,18.89,0.000,0.000,0.000,3,8,10,40,16560,0.063,3.72,0.0093,0.001,3,0.868,0.000,0.796,0.597,4.43,7.30,7.04,0.00,0.000,1.00,1.01,1.01
130000,2447,1.501,0.114,7.13,189624,165185,3024,0,21298,0,1531704.4,0.0,0.082,0.145,0.635,0.138,268,6.69,3.37,0.02,0.32,0.00,0.00,0.01,0.21,6.66,3.34,0.00,0.00,0.000,0.000,207,0.198,0.922,0.000,0.000,0.078,474946,472437,2,0.607,0.000,0.002,131884,0.107,0.671,0.008,159.64,98016,0,0.000,0.000,0.000,5900929,1.01,19.01,0.000,0.000,0.000,2,7,10,28,16365,0.062,3.56,0.0094,0.004,2,0.865,0.000,0.816,0.604,4.07,6.89,6.38,0.00,0.000,1.01,1.02,1.01
140000,2486,1.490,0.111,6.73,189701,164919,3138,0,21605,1,1543721.2,0.2,0.114,0.124,0.651,0.110,276,6.65,3.89,0.01,0.16,0.02,0.23,0.01,0.19,6.61,3.85,0.00,0.00,0.001,0.021,202,0.244,0.903,0.000,0.000,0.097,474048,471041,2,0.559,0.006,0.003,117276,0.093,0.660,0.008,159.56,102863,0,0.173,0.000,0.000,4897953,1.01,19.36,0.000,0.000,0.000,2,7,10,64,16527,0.063,3.64,0.0094,0.009,3,0.884,0.000,0.850,0.602,3.95,6.33,6.45,0.00,0.000,1.00,1.01,1.01
150000,2480,1.503,0.126,7.04,190303,163675,3006,0,23628,4,1551714.1,0.7,0.100,0.105,0.665,0.130,270,6.49,3.72,0.02,0.27,0.02,0.31,0.01,0.12,6.45,3.64,0.00,0.00,0.001,0.015,230,0.108,0.913,0.000,0.000,0.087,483575,479153,2,0.620,0.000,0.004,90086,0.121,0.676,0.008,159.06,105257,0,0.173,0.000,0.000,3894680,1.01,18.57,0.000,0.000,0.000,2,7,10,46,16096,0.061,4.14,0.0097,0.004,1,0.861,0.000,0.853,0.609,3.78,6.11,6.58,0.00,0.000,1.00,1.01,1.02
160000,2433,1.481,0.113,7.30,188809,165618,2800,0,20438,2,1520114.5,0.2,0.086,0.132,0.674,0.108,268,6.94,3.83,0.06,0.62,0.01,0.17,0.03,0.53,6.85,3.55,0.00,0.04,0.000,0.012,197,0.173,0.900,0.000,0.000,0.100,476029,472298,2,0.598,0.000,0.005,131706,0.089,0.682,0.009,159.15,98239,0,0.125,0.000,0.000,4749962,1.01,18.55,0.000,0.000,0.000,2,7,10,42,16882,0.064,4.05,0.0091,0.000,6,0.850,0.000,0.828,0.606,3.96,6.87,6.26,0.00,0.002,1.01,1.02,1.02
170000,2505,1.484,0.105,7.65,189646,168417,2817,0,18340,8,1534632.4,0.2,0.076,0.161,0.658,0.105,255,6.35,3.19,0.02,0.44,0.01,0.28,0.01,0.29,6.30,3.11,0.00,0.00,0.001,0.015,216,0.131,0.906,0.000,0.000,0.094,470480,466163,2,0.671,0.004,0.002,103733,0.101,0.680,0.008,158.75,107491,0,0.027,0.000,0.000,5917815,1.01,18.95,0.000,0.000,0.000,2,7,9,53,15896,0.061,4.45,0.0097,0.000,4,0.881,0.000,0.829,0.599,3.74,6.44,6.21,0.00,0.000,1.01,1.01,1.01
180000,2455,1.511,0.107,7.18,182503,160811,3445,0,18297,0,1556850.4,0.0,0.073,0.169,0.615,0.143,256,6.27,3.65,0.07,0.93,0.01,0.42,0.01,0.25,6.18,3.39,0.00,0.00,0.001,0.026,227,0.075,0.899,0.000,0.000,0.101,482178,478295,2,0.547,0.211,0.007,141305,0.075,0.642,0.008,159.86,116263,0,0.000,0.000,0.000,6877953,1.02,18.88,0.000,0.000,0.000,2,6,9,64,15399,0.059,3.34,0.0103,0.000,0,0.917,0.000,0.872,0.623,3.68,6.44,6.62,0.00,0.000,1.01,1.03,1.03
190000,2519,1.475,0.106,7.53,176026,155236,3023,0,17703,0,1508128.5,0.0,0.059,0.184,0.642,0.116,258,5.89,3.09,0.02,0.26,0.00,0.06,0.01,0.18,5.86,3.03,0.00,0.00,0.000,0.011,229,0.090,0.916,0.000,0.000,0.084,479600,475608,2,0.765,0.121,0.005,167940,0.070,0.664,0.008,157.59,117342,0,0.000,0.000,0.000,7355033,1.01,18.87,0.000,0.000,0.000,2,6,9,28,14843,0.057,5.61,0.0102,0.032,1,0.932,0.000,0.880,0.635,3.48,6.21,6.45,0.00,0.000,1.00,1.01,1.01
200000,2595,1.481,0.113,7.15,164209,139107,3840,0,21186,7,1515964.0,1.6,0.083,0.257,0.545,0.115,254,5.31,3.01,0.00,0.06,0.00,0.02,0.00,0.06,5.31,3.01,0.00,0.00,0.000,0.007,166,0.174,0.939,0.000,0.000,0.061,448422,445323,2,0.589,0.000,0.001,104446,0.083,0.730,0.010,155.55,107728,0,0.231,0.000,0.000,11449513,1.00,20.58,0.000,0.000,0.000,2,4,9,21,13783,0.053,7.65,0.0110,0.139,2,0.938,0.000,0.808,0.636,3.46,6.50,6.25,0.00,0.000,1.00,1.00,1.00
210000,2828,1.435,0.108,7.04,186738,157646,4415,0,24444,0,1537684.6,0.0,0.088,0.200,0.584,0.128,247,5.22,3.13,0.02,0.33,0.00,0.08,0.01,0.22,5.18,3.05,0.00,0.00,0.000,0.007,198,0.176,0.903,0.000,0.000,0.097,439436,437321,2,0.517,0.000,0.005,85013,0.086,0.667,0.009,157.11,103230,0,0.000,0.000,0.000,9297457,1.01,20.83,0.000,0.000,0.000,2,4,9,52,14750,0.056,6.09,0.0105,0.061,4,0.929,0.000,0.765,0.578,3.56,7.10,6.14,0.00,0.000,1.01,1.01,1.01
220000,2496,1.489,0.110,7.07,191246,165684,3900,0,21994,0,1536839.1,0.0,0.102,0.190,0.587,0.121,234,6.34,3.66,0.02,0.25,0.01,0.22,0.02,0.33,6.29,3.62,0.00,0.12,0.001,0.019,197,0.113,0.908,0.000,0.000,0.092,453770,451292,2,0.508,0.000,0.007,93164,0.096,0.672,0.008,158.51,111522,0,0.000,0.000,0.000,9079414,1.00,19.28,0.000,0.000,0.000,2,6,10,44,15814,0.060,4.69,0.0098,0.016,3,0.924,0.000,0.740,0.581,3.99,7.19,6.56,0.00,0.000,1.00,1.01,1.01
230000,2301,1.519,0.111,7.55,188376,165496,3323,0,19752,0,1532702.5,0.0,0.091,0.189,0.622,0.098,243,6.10,3.22,0.03,0.45,0.00,0.03,0.02,0.25,6.05,3.15,0.00,0.00,0.000,0.005,185,0.120,0.916,0.000,0.000,0.084,468387,466293,2,0.692,0.000,0.008,123582,0.096,0.732,0.009,158.01,105714,0,0.000,0.000,0.000,8664295,1.01,18.96,0.000,0.000,0.000,2,6,10,38,14034,0.054,5.19,0.0110,0.000,2,0.926,0.000,0.793,0.600,3.73,6.72,6.30,0.00,0.000,1.01,1.01,1.01
240000,2445,1.491,0.105,6.93,179759,156629,3937,0,19049,0,1499701.2,0.0,0.101,0.231,0.579,0.089,255,6.50,3.51,0.03,0.80,0.00,0.21,0.02,0.23,6.44,3.34,0.00,0.00,0.000,0.007,173,0.111,0.902,0.000,0.000,0.098,425116,422579,2,0.998,0.000,0.007,142754,0.070,0.684,0.008,151.41,96081,0,0.000,0.000,0.000,10382969,1.01,18.96,0.000,0.000,0.000,2,7,10,52,15883,0.061,11.79,0.0095,0.000,1,0.939,0.000,0.791,0.580,4.11,7.55,6.66,0.00,0.000,1.01,1.01,1.01
250000,2378,1.477,0.109,7.17,188371,165330,3070,0,20038,3,1553763.8,0.8,0.127,0.153,0.634,0.087,242,6.82,3.19,0.04,0.39,0.00,0.00,0.01,0.19,6.78,3.16,0.00,0.00,0.000,0.000,169,0.163,0.902,0.000,0.000,0.098,487317,485434,2,0.549,0.000,0.002,142982,0.063,0.670,0.008,159.37,99389,0,0.256,0.000,0.000,6741389,1.01,18.19,0.000,0.000,0.000,2,7,10,42,16217,0.062,3.83,0.0096,0.000,5,0.901,0.000,0.794,0.616,4.26,7.52,6.74,0.00,0.000,1.01,1.02,1.01
260000,2518,1.501,0.098,7.14,186028,163036,3164,0,19688,0,1540870.0,0.0,0.122,0.131,0.670,0.077,255,6.37,3.37,0.01,0.18,0.00,0.04,0.02,0.31,6.34,3.36,0.00,0.00,0.000,0.020,196,0.148,0.917,0.000,0.000,0.083,490940,489654,2,0.522,0.000,0.004,91355,0.072,0.624,0.007,159.13,94197,0,0.000,0.000,0.000,5611922,1.00,18.87,0.000,0.000,0.000,2,7,10,50,16034,0.061,4.07,0.0097,0.000,2,0.896,0.000,0.797,0.623,3.97,7.44,6.27,0.00,0.000,1.00,1.00,1.01
270000,2488,1.497,0.096,7.25,183199,160552,3099,0,19578,0,1535950.6,0.0,0.103,0.157,0.648,0.092,254,6.18,3.31,0.03,0.42,0.00,0.02,0.02,0.33,6.13,3.26,0.00,0.00,0.000,0.007,182,0.137,0.905,0.000,0.000,0.095,486677,485328,2,0.559,0.000,0.006,73904,0.078,0.626,0.007,158.44,96182,0,0.000,0.000,0.000,7283555,1.02,18.83,0.000,0.000,0.000,2,7,10,36,15373,0.059,4.76,0.0101,0.000,0,0.922,0.000,0.805,0.626,3.82,6.98,6.39,0.00,0.000,1.01,1.02,1.03
280000,2405,1.517,0.087,7.57,181459,160929,3155,0,17458,0,1535965.0,0.0,0.090,0.189,0.642,0.079,249,6.77,3.99,0.04,0.54,0.00,0.13,0.04,0.90,6.69,3.69,0.00,0.00,0.000,0.014,225,0.153,0.914,0.000,0.000,0.086,477796,475601,2,0.650,0.000,0.008,119038,0.091,0.588,0.006,159.12,101764,0,0.000,0.000,0.000,8744941,1.01,18.27,0.000,0.000,0.000,2,7,10,64,16290,0.062,4.08,0.0095,0.000,1,0.932,0.000,0.838,0.622,3.89,6.96,6.54,0.00,0.000,1.01,1.01,1.02
290000,2399,1.492,0.094,8.20,184388,164616,3295,0,16483,0,1533108.5,0.0,0.086,0.180,0.642,0.093,233,6.84,3.30,0.04,0.45,0.00,0.03,0.00,0.10,6.79,3.24,0.00,0.00,0.001,0.022,214,0.148,0.914,0.000,0.000,0.086,469187,466004,2,0.814,0.000,0.003,142606,0.086,0.621,0.007,159.57,110546,0,0.000,0.000,0.000,8198885,1.02,17.74,0.000,0.000,0.000,3,7,10,32,16414,0.063,3.63,0.0094,0.002,0,0.926,0.000,0.837,0.609,4.03,6.76,7.09,0.00,0.000,1.01,1.02,1.03
300000,2454,1.484,0.100,7.82,184994,165586,3564,0,15789,0,1512490.5,0.0,0.093,0.178,0.659,0.070,228,6.22,3.31,0.03,0.53,0.00,0.02,0.03,0.51,6.17,3.18,0.00,0.00,0.000,0.003,219,0.090,0.919,0.000,0.000,0.081,459109,455422,2,0.748,0.000,0.006,158843,0.086,0.652,0.008,159.53,110797,0,0.000,0.000,0.000,8233681,1.01,18.69,0.000,0.000,0.000,2,7,10,31,15274,0.058,3.67,0.0100,0.066,2,0.915,0.000,0.856,0.600,3.76,6.30,7.03,0.00,0.000,1.00,1.01,1.01
310000,2419,1.516,0.088,8.43,181521,161791,3279,0,16486,0,1517952.4,0.0,0.074,0.161,0.678,0.087,226,6.73,3.37,0.05,0.60,0.00,0.04,0.02,0.66,6.65,3.13,0.00,0.00,0.000,0.004,215,0.106,0.924,0.000,0.000,0.076,464801,461846,2,0.846,0.000,0.005,153983,0.080,0.596,0.007,159.08,120214,0,0.000,0.000,0.000,7066968,1.01,17.90,0.000,0.000,0.000,2,7,9,44,16284,0.062,4.12,0.0094,0.002,5,0.904,0.000,0.856,0.612,4.03,6.94,7.17,0.00,0.000,1.01,1.01,1.02
